max,min,mean,sd,rms,skewness,kurtosis,crest,form,fault
0.9999981,-0.672777,2.6775524e-09,0.23399848,0.23399848,-0.006725258,0.087146044,4.2735057,1.2426195,Ball
0.92511,-0.99999785,1.8626451e-09,0.2956237,0.2956237,0.06491285,-0.10410905,3.38266,1.2469145,Ball
0.90683377,-0.99999785,1.1641532e-10,0.31103483,0.31103483,0.02129432,0.1510241,3.2150567,1.2706704,Ball
0.88196594,-0.9999974,-4.1909516e-09,0.36396238,0.36396238,-0.03291307,-0.39209557,2.7475219,1.2329665,Ball
0.99999785,-0.84719336,-1.1641532e-09,0.28946394,0.28946394,0.00982002,-0.050436974,3.4546423,1.2417079,Ball
0.99999803,-0.87813294,7.566996e-10,0.27123535,0.27123535,0.002089686,0.034541845,3.686814,1.2509662,Ball
0.99999756,-0.9091691,5.005859e-09,0.3138036,0.3138036,0.039485928,-0.08036733,3.1866884,1.2525403,Ball
0.9999984,-0.8072458,1.1641532e-09,0.25812978,0.25812978,0.09136896,0.3762877,3.8739989,1.2722288,Ball
0.92619777,-0.99999726,6.4028427e-09,0.3645138,0.3645138,-0.008619438,-0.47339678,2.743365,1.2221103,Ball
0.9999979,-0.8573672,-1.3969839e-09,0.2964358,0.2964358,0.068040624,-0.17083073,3.373393,1.2419881,Ball
0.9875096,-0.99999714,0.0,0.3410821,0.3410821,0.016659232,-0.40818048,2.9318283,1.2178898,Ball
0.9459138,-0.99999815,1.2805685e-09,0.27230397,0.27230397,0.12297649,0.39701557,3.672346,1.2881819,Ball
0.9999981,-0.80916214,-9.313226e-10,0.2592775,0.2592775,0.02702079,0.123934746,3.8568492,1.2612495,Ball
0.9999976,-0.9291642,5.355105e-09,0.32654837,0.32654837,0.0054886607,-0.20689893,3.0623167,1.2572532,Ball
0.93136317,-0.9999976,-8.1490725e-10,0.31861615,0.31861615,-0.02962954,-0.19818282,3.1385553,1.2444018,Ball
0.97290456,-0.9999974,-2.7939677e-09,0.3605963,0.3605963,-0.033400156,-0.5023222,2.7731693,1.2195834,Ball
0.95205957,-0.99999744,1.5133992e-09,0.3279024,0.3279024,-0.052116748,-0.2896347,3.0496707,1.2381775,Ball
0.95087546,-0.9999974,1.8044375e-09,0.34505707,0.34505707,-0.043098696,-0.28329062,2.8980553,1.2386624,Ball
0.9999976,-0.87747306,2.3283064e-09,0.30843878,0.30843878,0.042426497,-0.19694209,3.2421162,1.2413397,Ball
0.9999978,-0.9237391,-2.3283064e-09,0.32511392,0.32511392,0.07385843,0.080718994,3.0758286,1.2621088,Ball
0.9254298,-0.9999975,5.820766e-10,0.35705772,0.35705772,0.022983804,-0.32267785,2.8006527,1.2389557,Ball
0.9999979,-0.8230655,9.895302e-10,0.2904848,0.2904848,0.1486777,0.1445899,3.4425018,1.2611828,Ball
0.9999977,-0.8396679,-5.122274e-09,0.3248735,0.3248735,0.11994004,-0.46136713,3.0781043,1.2248646,Ball
0.9999981,-0.8857925,-1.9790605e-09,0.25230888,0.25230888,0.06999607,0.5427828,3.9633725,1.282655,Ball
0.999998,-0.9107406,-6.4028427e-10,0.2720932,0.2720932,-0.051909804,-0.09972215,3.67519,1.2434493,Ball
0.99999756,-0.84185624,-1.5133992e-09,0.28261247,0.28261247,0.047233757,0.084961414,3.538393,1.2668043,Ball
0.99999726,-0.9527637,-9.313226e-10,0.3327722,0.3327722,0.09679677,-0.1727736,3.0050414,1.2554816,Ball
0.98511475,-0.9999977,2.6775524e-09,0.31433564,0.31433564,0.025927596,0.0077524185,3.1812952,1.2714558,Ball
0.99999774,-0.9471929,8.1490725e-10,0.31694758,0.31694758,-0.054376468,-0.091992855,3.1550786,1.2555951,Ball
0.9999977,-0.9082572,-3.608875e-09,0.31361616,0.31361616,-0.09286545,-0.24997687,3.1885936,1.2345682,Ball
0.99999726,-0.9375015,2.73576e-09,0.31445187,0.31445187,0.1586277,0.0980289,3.1801178,1.2745641,Ball
0.9729389,-0.99999744,3.8417056e-09,0.33397764,0.33397764,0.0045632664,-0.046426058,2.9941957,1.2572167,Ball
0.9785116,-0.9999978,4.831236e-09,0.301597,0.301597,-0.05039591,0.20249104,3.3156643,1.2698944,Ball
0.99999803,-0.8990594,2.7939677e-09,0.2773061,0.2773061,0.10561474,0.0574162,3.606103,1.2465166,Ball
0.9171516,-0.9999976,1.8626451e-09,0.31406337,0.31406337,-0.08481312,-0.2457397,3.184053,1.2382196,Ball
0.9656593,-0.99999774,-3.4924597e-10,0.33193013,0.33193013,-0.052021835,-0.12515473,3.0126662,1.2500592,Ball
0.9886634,-0.9999975,5.820766e-11,0.33118746,0.33118746,-0.02378647,-0.17325926,3.0194213,1.2574627,Ball
0.99999774,-0.80710465,4.656613e-10,0.2728424,0.2728424,0.11089654,0.1753552,3.6650975,1.2622495,Ball
0.9999972,-0.990647,-1.9790605e-09,0.36573324,0.36573324,0.10932181,-0.3999641,2.7342181,1.2300979,Ball
0.9716234,-0.99999756,5.820766e-09,0.3311379,0.3311379,0.06778772,0.022648335,3.0198734,1.2638656,Ball
0.9999977,-0.99467814,-1.0477379e-09,0.34924984,0.34924984,-0.019233648,-0.3434055,2.8632648,1.2356153,Ball
0.9999978,-0.83980834,4.947651e-09,0.29415944,0.29415944,0.062304504,-0.19176126,3.3994977,1.2467004,Ball
0.99999744,-0.9449417,3.4924597e-10,0.33942965,0.33942965,0.07918509,-0.28221416,2.9461024,1.2410349,Ball
0.9491911,-0.9999978,1.6589183e-09,0.28904805,0.28904805,-0.02132401,0.19845462,3.4596126,1.2691728,Ball
0.9581312,-0.99999756,8.1490725e-10,0.28644282,0.28644282,0.058215033,0.37387896,3.4910774,1.2724228,Ball
0.999998,-0.8055721,4.48199e-09,0.27950743,0.27950743,0.13670056,-0.06031704,3.5777023,1.2441378,Ball
0.9482421,-0.9999974,4.0745363e-09,0.34666193,0.34666193,0.06331236,-0.35249805,2.8846388,1.2319846,Ball
0.99999774,-0.9282485,-4.1909516e-09,0.31762257,0.31762257,-0.07739955,0.12663627,3.1483736,1.2730742,Ball
0.9762666,-0.9999977,-5.8789738e-09,0.28223777,0.28223777,-0.039507307,0.11344981,3.543091,1.2614776,Ball
0.9999978,-0.857293,-9.313226e-10,0.2701305,0.2701305,0.15702033,-0.099476576,3.7018926,1.2380763,Ball
0.9999973,-0.93231285,1.1641532e-10,0.33598736,0.33598736,0.13865972,-0.34346914,2.9762855,1.225613,Ball
0.9999983,-0.7346653,-1.1641532e-09,0.2538195,0.2538195,0.058320295,-0.052874804,3.9397852,1.2461197,Ball
0.9430599,-0.9999979,-1.1641532e-10,0.3154754,0.3154754,-0.063482456,-0.05446911,3.1698024,1.2518269,Ball
0.9999977,-0.9021009,-3.4924597e-10,0.30862522,0.30862522,-0.026950054,0.03544426,3.2401576,1.2688954,Ball
0.9999977,-0.91308665,-2.6775524e-09,0.33345208,0.33345208,-0.044853937,0.020064116,2.9989157,1.2849293,Ball
0.99801254,-0.99999785,5.122274e-09,0.28818685,0.28818685,-0.052080102,0.26987505,3.4699514,1.2738836,Ball
0.9999976,-0.99800134,-7.566996e-10,0.2967073,0.2967073,0.010215503,0.34617424,3.3703053,1.2936832,Ball
0.9968547,-0.9999976,1.0477379e-09,0.344105,0.344105,-0.017124856,-0.37717223,2.9060743,1.2241787,Ball
0.99999744,-0.89256185,-4.656613e-09,0.321941,0.321941,0.015838914,-0.19182181,3.1061416,1.2445669,Ball
0.9999979,-0.9196945,8.1490725e-10,0.29077467,0.29077467,0.068952814,0.41404557,3.43907,1.2840617,Ball
0.72091365,-0.9999982,1.1641532e-09,0.23862018,0.23862018,-0.15946929,0.14534974,4.1907353,1.2537028,Ball
0.9101563,-0.99999774,1.6298145e-09,0.300124,0.300124,-0.09744131,0.013261318,3.3319376,1.2519844,Ball
0.9497569,-0.9999977,-4.089088e-09,0.31917536,0.31917536,0.04898563,-0.42287493,3.1330566,1.2221197,Ball
0.99999815,-0.74740076,-8.1490725e-10,0.24878013,0.24878013,0.06655705,0.21835685,4.01959,1.264834,Ball
0.80017745,-0.9999982,1.2223609e-09,0.2700459,0.2700459,-0.06908024,0.29921556,3.7030535,1.2794334,Ball
0.86398953,-0.99999744,-4.3655746e-09,0.32850522,0.32850522,-0.053699218,-0.48016405,3.0440745,1.214572,Ball
0.9999979,-0.8214183,3.4924597e-10,0.2783879,0.2783879,0.09225824,0.27889228,3.5920894,1.2821923,Ball
0.94636524,-0.9999975,1.0477379e-09,0.33415028,0.33415028,-0.14299433,-0.18626308,2.9926488,1.2485542,Ball
0.8555163,-0.99999756,3.4924597e-10,0.29660475,0.29660475,-0.057866167,0.20374942,3.3714705,1.2703829,Ball
0.94680834,-0.9999978,1.1641532e-09,0.33542565,0.33542565,-0.006396845,-0.24063945,2.981271,1.2480712,Ball
0.88945645,-0.9999978,-5.646143e-09,0.31815976,0.31815976,-0.077095434,-0.45105672,3.143058,1.218766,Ball
0.99999785,-0.8220029,-1.7462298e-09,0.29900715,0.29900715,0.0036464643,-0.2834046,3.3443832,1.227111,Ball
0.9778071,-0.9999976,-2.561137e-09,0.3097187,0.3097187,-0.016337696,-0.14155221,3.228718,1.2551504,Ball
0.8300452,-0.99999774,-5.820766e-10,0.2990815,0.2990815,-0.14171067,-0.017922163,3.3435514,1.2531049,Ball
0.98114085,-0.9999976,6.9849193e-10,0.3137604,0.3137604,0.12559916,0.092772484,3.1871274,1.2768346,Ball
0.9999979,-0.8919067,4.0745363e-10,0.29735756,0.29735756,0.0458198,-0.30728245,3.3629363,1.2247052,Ball
0.79520136,-0.9999982,4.656613e-10,0.24446833,0.24446833,-0.0550227,0.4595356,4.0904856,1.273686,Ball
0.9305235,-0.99999785,6.9849193e-10,0.29264647,0.29264647,-0.005580297,0.07966089,3.4170732,1.2623702,Ball
0.99999803,-0.9550214,4.656613e-10,0.28178057,0.28178057,0.02964879,0.253927,3.548841,1.2723395,Ball
0.9999978,-0.9399141,5.820766e-10,0.30113807,0.30113807,0.047846634,0.4329536,3.3207173,1.2910848,Ball
0.9599016,-0.9999977,2.6193447e-09,0.3241504,0.3241504,-0.07862365,-0.015787601,3.0849707,1.2632439,Ball
0.85247666,-0.999998,2.9394869e-09,0.28789908,0.28789908,-0.10572664,0.11244273,3.4734201,1.2567286,Ball
0.92655385,-0.99999803,5.5879354e-09,0.29923552,0.29923552,-0.065287426,0.15834928,3.3418314,1.2675807,Ball
0.99999726,-0.9772101,-8.731149e-10,0.358757,0.358757,-0.0063733445,-0.48335457,2.7873867,1.2241296,Ball
0.9544225,-0.99999726,-1.8626451e-09,0.38544598,0.38544598,-0.07413471,-0.6238215,2.5943832,1.207571,Ball
0.9040938,-0.99999756,-3.7252903e-09,0.31833363,0.31833363,-0.06571386,-0.25979328,3.1413407,1.2373792,Ball
0.9327903,-0.99999803,1.4551915e-09,0.2751734,0.2751734,-0.07703061,0.33243752,3.6340518,1.2749327,Ball
0.99999756,-0.9789661,2.2118911e-09,0.31303957,0.31303957,0.037512194,0.11011553,3.194466,1.2614503,Ball
0.9999977,-0.86642283,-1.1641532e-09,0.30824488,0.30824488,0.053888112,-0.21368408,3.2441556,1.2403426,Ball
0.99999756,-0.8884738,1.2805685e-09,0.33484665,0.33484665,0.074885614,-0.28941655,2.9864254,1.2359393,Ball
0.9999982,-0.80497944,2.3574103e-09,0.28842074,0.28842074,0.033234455,-0.27177,3.4671388,1.235693,Ball
0.9999977,-0.91476727,-8.1490725e-10,0.29691395,0.29691395,0.07025856,0.19178367,3.3679597,1.2588613,Ball
0.87505925,-0.999998,-1.4551915e-09,0.29140347,0.29140347,-0.024701478,0.17968917,3.4316492,1.2671614,Ball
0.9565211,-0.9999978,-5.2386895e-09,0.3097115,0.3097115,-0.04336531,-0.024091482,3.2287939,1.2544464,Ball
0.8553162,-0.99999803,6.6356733e-09,0.31541973,0.31541973,-0.09802345,-0.2846861,3.1703622,1.2343717,Ball
0.99999756,-0.90408987,-2.7939677e-09,0.32319292,0.32319292,-0.014722632,-0.23435378,3.0941098,1.2458453,Ball
0.9999979,-0.9958054,-5.5879354e-09,0.29870248,0.29870248,-0.024343295,-0.22557855,3.3477945,1.2321907,Ball
0.9999977,-0.8816957,4.1909516e-09,0.31667614,0.31667614,0.09379326,-0.22093749,3.1577828,1.2411089,Ball
0.999998,-0.98782855,-2.3283064e-10,0.29543853,0.29543853,-0.06909599,-0.26128602,3.3847804,1.2271904,Ball
0.8933182,-0.99999785,2.2118911e-09,0.2783982,0.2783982,0.04406148,0.32405186,3.5919566,1.2779077,Ball
0.99999845,-0.82518625,-7.566996e-10,0.23969296,0.23969296,0.06806905,0.3139441,4.1719804,1.2538568,Ball
0.9999979,-0.7199288,-6.9849193e-10,0.2595759,0.2595759,0.05315911,-0.035770655,3.8524146,1.2576793,Ball
0.8430172,-0.99999815,-4.5401976e-09,0.2597707,0.2597707,0.015024255,0.14401913,3.849527,1.2706305,Ball
0.9999978,-0.90929884,3.7252903e-09,0.29291993,0.29291993,0.05761236,0.22839308,3.4138827,1.2781487,Ball
0.9999981,-0.8877456,-4.8894435e-09,0.266915,0.266915,0.063212834,0.26868463,3.7464898,1.271266,Ball
0.9655739,-0.99999744,7.566996e-10,0.32285035,0.32285035,-0.029563988,-0.109874725,3.0973926,1.2463515,Ball
0.9416793,-0.99999756,1.1641532e-09,0.35138163,0.35138163,-0.07256731,-0.36428785,2.8458934,1.2203634,Ball
0.99999803,-0.7648765,9.313226e-10,0.26980764,0.26980764,0.09791576,0.037284136,3.7063231,1.2663544,Ball
0.99982905,-0.9999975,0.0,0.33023635,0.33023635,-0.017595904,0.13484693,3.0281174,1.2710366,Ball
0.9315396,-0.9999981,2.3283064e-10,0.26273194,0.26273194,-0.006264791,0.4367144,3.8061388,1.2736022,Ball
0.94106644,-0.99999815,1.1641532e-10,0.2831075,0.2831075,-0.002374186,0.046216726,3.5322082,1.2510077,Ball
0.9999978,-0.9791892,-2.386514e-09,0.3024298,0.3024298,0.036041144,0.104572296,3.306534,1.2495539,Ball
0.91325194,-0.9999979,-1.5716068e-09,0.32220265,0.32220265,-0.017502658,-0.056996822,3.1036205,1.2508024,Ball
0.89374197,-0.999998,9.313226e-10,0.28495386,0.28495386,0.044132933,0.35050678,3.5093205,1.2808669,Ball
0.9999982,-0.8617727,1.1641532e-09,0.25704655,0.25704655,-0.021036124,0.3747456,3.8903236,1.2851388,Ball
0.9560968,-0.9999978,-1.1641532e-10,0.29342604,0.29342604,0.08095091,0.036673784,3.4079945,1.2494571,Ball
0.9999979,-0.9351481,-8.1490725e-10,0.26948783,0.26948783,0.12736394,0.21929407,3.710721,1.2691839,Ball
0.8397024,-0.9999971,2.2118911e-09,0.3335637,0.3335637,-0.090204306,-0.3014891,2.9979105,1.2383715,Ball
0.90473783,-0.99999774,-2.0954758e-09,0.33725518,0.33725518,-0.026926294,-0.15747643,2.9650981,1.2555851,Ball
0.9999977,-0.76695186,-1.4260877e-09,0.28566608,0.28566608,0.12001713,-0.062231064,3.50057,1.2526263,Ball
0.9849241,-0.9999974,-3.608875e-09,0.33399624,0.33399624,-0.04497988,-0.08651829,2.9940288,1.2590898,Ball
0.81303155,-0.9999975,-2.3283064e-09,0.29689485,0.29689485,-0.09752079,-0.26872706,3.368176,1.2386374,Ball
0.9958071,-0.99999744,1.7462298e-10,0.37184656,0.37184656,0.02212734,-0.39168,2.6892672,1.2361492,Ball
0.9999979,-0.87444466,5.820766e-10,0.2864934,0.2864934,0.11074413,0.1354127,3.4904623,1.2609141,Ball
0.8462776,-0.9999983,-4.656613e-10,0.2519748,0.2519748,-0.06709126,0.23995256,3.9686282,1.2751734,Ball
0.99999774,-0.97305137,2.3283064e-10,0.3116675,0.3116675,-0.025804184,-0.04104519,3.20853,1.2472554,Ball
0.99999833,-0.8786205,9.313226e-10,0.25539017,0.25539017,-0.01843198,0.40785193,3.9155555,1.2757838,Ball
0.99999785,-0.9782971,4.4237822e-09,0.31373668,0.31373668,0.064156055,-0.21845007,3.187369,1.2317016,Ball
0.96587056,-0.9999979,8.1490725e-10,0.2863128,0.2863128,-0.019013245,0.06912923,3.492664,1.2602942,Ball
0.84405816,-0.9999977,-2.561137e-09,0.28901532,0.28901532,-0.04692779,0.10271883,3.460004,1.2613658,Ball
0.9763032,-0.999998,-1.9208528e-09,0.29370135,0.29370135,-0.048879966,0.17611408,3.4048007,1.2633654,Ball
0.9999979,-0.9188963,-2.5029294e-09,0.2896563,0.2896563,0.045790277,-0.010787249,3.452348,1.2498146,Ball
0.99999774,-0.95003605,1.7462298e-09,0.30872375,0.30872375,0.06603953,-0.18379068,3.2391238,1.2458295,Ball
0.9999975,-0.9744332,-1.1641532e-10,0.33634079,0.33634079,-0.06355885,-0.13780737,2.9731586,1.2542659,Ball
0.9999981,-0.8796866,-3.4924597e-09,0.30492935,0.30492935,0.042174477,-0.16562724,3.279431,1.2457194,Ball
0.97934645,-0.9999973,-1.1059456e-09,0.3327373,0.3327373,-0.02724157,-0.2594843,3.0053568,1.2423569,Ball
0.99999756,-0.9618403,-1.5133992e-09,0.32152852,0.32152852,0.0005708612,0.04644084,3.1101265,1.2803779,Ball
0.9261332,-0.9999978,-1.3969839e-09,0.2832928,0.2832928,0.11914896,0.08119488,3.5298963,1.2710185,Ball
0.99999833,-0.9186021,-4.656613e-10,0.25328425,0.25328425,0.0075507793,0.33148217,3.948111,1.2652543,Ball
0.99999774,-0.989921,-4.1909516e-09,0.30419716,0.30419716,0.11823041,0.105234146,3.2873232,1.2544316,Ball
0.99882627,-0.9999979,-2.561137e-09,0.31819907,0.31819907,0.06534014,0.004551649,3.1426702,1.2656311,Ball
0.999998,-0.93202764,-5.820766e-10,0.2926542,0.2926542,0.08713475,0.13901258,3.4169834,1.275682,Ball
0.924965,-0.99999815,3.958121e-09,0.27849746,0.27849746,-0.03198398,0.2288847,3.5906773,1.2673203,Ball
0.9999978,-0.9236665,2.3283064e-10,0.3297543,0.3297543,-0.00428324,-0.23811555,3.0325449,1.2469049,Ball
0.99999744,-0.9215277,-5.820766e-10,0.33946884,0.33946884,0.106821395,-0.27689767,2.9457622,1.2338706,Ball
0.99999774,-0.8334456,3.4924597e-09,0.29901287,0.29901287,0.09842237,-0.26711345,3.3443189,1.2324176,Ball
0.98691684,-0.9999977,-4.656613e-10,0.3221781,0.3221781,0.0047651976,-0.19342661,3.1038563,1.2347794,Ball
0.9999977,-0.8877399,-4.656613e-10,0.2992704,0.2992704,0.10470248,-0.065470934,3.3414407,1.258877,Ball
0.9999976,-0.8498807,-3.259629e-09,0.32792976,0.32792976,0.12315908,-0.4762385,3.0494168,1.2157291,Ball
0.9999982,-0.9681595,6.4028427e-10,0.26083863,0.26083863,0.03436666,0.15097404,3.8337662,1.2535388,Ball
0.9776398,-0.9999983,4.656613e-10,0.26038757,0.26038757,0.024045741,0.58052015,3.8404076,1.2795379,Ball
0.93999565,-0.99999774,-3.085006e-09,0.28062323,0.28062323,-0.0045323307,-0.25756526,3.5634758,1.2330886,Ball
0.92850304,-0.9999977,1.1641532e-09,0.31103334,0.31103334,0.04239036,-0.111943245,3.2150714,1.2469978,Ball
0.9999984,-0.91252244,-1.6589183e-09,0.24091913,0.24091913,0.07573355,1.0115461,4.1507463,1.3317615,Ball
0.9475112,-0.99999833,1.1059456e-09,0.25846612,0.25846612,-0.13471511,1.0419598,3.8689573,1.3210983,Ball
0.99999785,-0.8848646,-3.8417056e-09,0.32449612,0.32449612,0.026654415,-0.24694705,3.0816846,1.2481161,Ball
0.99999756,-0.9399607,2.561137e-09,0.364634,0.364634,-0.020628575,-0.434505,2.7424617,1.2274786,Ball
0.9999975,-0.9736701,-5.5879354e-09,0.31731966,0.31731966,0.02644448,-0.11081481,3.1513784,1.2466094,Ball
0.9999976,-0.99022627,1.3969839e-09,0.32606906,0.32606906,0.033503726,-0.2682557,3.0668182,1.2359967,Ball
0.99999785,-0.8396108,3.4924597e-09,0.2754647,0.2754647,0.10746866,0.09736347,3.6302078,1.2591996,Ball
0.99999756,-0.8916958,2.4447218e-09,0.32287058,0.32287058,0.027015982,-0.40056205,3.097199,1.2215424,Ball
0.99999815,-0.77316505,-3.8417056e-09,0.25884098,0.25884098,0.08282512,-0.2285583,3.8633537,1.2310665,Ball
0.9999982,-0.99605656,-3.958121e-09,0.26316634,0.26316634,0.12807842,0.70115256,3.7998567,1.2807417,Ball
0.89208865,-0.9999981,1.2805685e-09,0.26094761,0.26094761,0.07552825,0.47025228,3.8321645,1.2606891,Ball
0.9999973,-0.95291215,3.4924597e-10,0.3247232,0.3247232,0.10078191,-0.0435791,3.0795279,1.2476935,Ball
0.9844848,-0.9999978,-2.4447218e-09,0.31523794,0.31523794,0.023028199,0.27116084,3.1721897,1.2858328,Ball
0.999998,-0.9538071,-3.3760443e-09,0.30067116,0.30067116,-0.06129593,0.177814,3.3258748,1.2746198,Ball
0.930633,-0.99999785,3.783498e-09,0.30780765,0.30780765,0.00039900726,-0.20433497,3.2487645,1.229332,Ball
0.9999982,-0.9127354,-1.4551915e-09,0.25866255,0.25866255,0.017437331,0.15686035,3.8660188,1.2502887,Ball
0.99999774,-0.9701314,-2.910383e-09,0.32479241,0.32479241,0.08196383,-0.19318128,3.0788732,1.2441294,Ball
0.99999833,-0.8392723,2.3283064e-09,0.26233256,0.26233256,0.06022061,0.22708535,3.8119342,1.2659472,Ball
0.94589823,-0.9999975,5.122274e-09,0.32247722,0.32247722,0.03006003,-0.2553625,3.1009767,1.239801,Ball
0.9468603,-0.99999785,1.6298145e-09,0.29532814,0.29532814,0.032391082,-0.0806427,3.3860452,1.2546518,Ball
0.9999979,-0.86192906,7.858034e-10,0.31318846,0.31318846,0.06402473,0.027136326,3.1929486,1.2704173,Ball
0.999998,-0.9024224,-1.2805685e-09,0.30826655,0.30826655,0.0033598559,-0.07385087,3.2439287,1.2575413,Ball
0.74866986,-0.99999785,-4.1909516e-09,0.28118652,0.28118652,-0.019382896,-0.2293644,3.5563378,1.2412107,Ball
0.9999975,-0.9389791,-6.9849193e-10,0.30864158,0.30864158,-0.12220228,0.044668913,3.2399855,1.2699201,Ball
0.93089306,-0.9999984,-1.9790605e-09,0.24901958,0.24901958,0.004447135,0.4135778,4.015726,1.268176,Ball
0.9999983,-0.95978165,-2.5029294e-09,0.2736995,0.2736995,-0.054515593,0.4640727,3.6536224,1.2803823,Ball
0.9999977,-0.9445733,-1.1641532e-10,0.2899352,0.2899352,0.03610886,0.14256549,3.4490263,1.254378,Ball
0.999998,-0.874701,2.6193447e-10,0.2884967,0.2884967,0.046998505,-0.1036644,3.466225,1.2592409,Ball
0.91333115,-0.99999774,8.731149e-11,0.29827613,0.29827613,0.07039872,0.12297082,3.352579,1.2794365,Ball
0.9999984,-0.839193,2.0954758e-09,0.2745631,0.2745631,0.10851632,0.2291007,3.6421306,1.2788144,Ball
0.8975096,-0.9999975,4.1909516e-09,0.33600494,0.33600494,-0.005791227,-0.44339108,2.9761302,1.2250903,Ball
0.87802655,-0.99999803,0.0,0.2742469,0.2742469,-0.050167415,0.04180789,3.6463287,1.2544026,Ball
0.8145919,-0.99999815,-1.2805685e-09,0.27847505,0.27847505,-0.03388583,-0.040760517,3.5909662,1.2643074,Ball
